atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
336,33,0.00010129293405967664,-79.03918042,-2.949058283,-79.03918042,-2.949058283,-100.0,-79.03927,-2.949011,-79.03927,-2.949011,-96.68,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.319999999999993,3.319999999999993
337,34,9.645164676873479e-05,-79.03888364,-2.949057758,-79.03888364,-2.949057758,-99.9375,-79.038968,-2.949011,-79.038968,-2.949011,-96.63,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3075000000000045,3.3075000000000045
338,35,9.251061952061258e-05,-79.03858687,-2.949057232,-79.03858687,-2.949057232,-99.875,-79.038667,-2.949011,-79.038667,-2.949011,-96.58,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.2950000000000017,3.2950000000000017
339,36,8.775275799224354e-05,-79.03829009,-2.949056706,-79.03829009,-2.949056706,-99.8125,-79.038365,-2.949011,-79.038365,-2.949011,-96.53,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.282499999999999,3.282499999999999
340,37,8.305376871954382e-05,-79.03799331,-2.94905618,-79.03799331,-2.94905618,-99.8125,-79.038063,-2.949011,-79.038063,-2.949011,-96.48,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.332499999999996,3.332499999999996
341,38,7.924834771405729e-05,-79.03769653,-2.949055654,-79.03769653,-2.949055654,-99.75,-79.037762,-2.949011,-79.037762,-2.949011,-96.43,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.319999999999993,3.319999999999993
342,39,7.467354272792167e-05,-79.03739976,-2.949055128,-79.03739976,-2.949055128,-99.6875,-79.03746,-2.949011,-79.03746,-2.949011,-96.39,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.2974999999999994,3.2974999999999994
343,40,7.020209971594584e-05,-79.03710298,-2.949054602,-79.03710298,-2.949054602,-99.625,-79.037158,-2.949011,-79.037158,-2.949011,-96.34,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.2849999999999966,3.2849999999999966
344,41,6.66046678218799e-05,-79.0368062,-2.949054076,-79.0368062,-2.949054076,-99.5625,-79.036857,-2.949011,-79.036857,-2.949011,-96.29,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.2724999999999937,3.2724999999999937
345,42,6.235414100509564e-05,-79.03650942,-2.94905355,-79.03650942,-2.94905355,-99.5625,-79.036555,-2.949011,-79.036555,-2.949011,-96.24,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.322500000000005,3.322500000000005
346,43,5.825924026695718e-05,-79.03621265,-2.949053024,-79.03621265,-2.949053024,-99.5625,-79.036253,-2.949011,-79.036253,-2.949011,-96.19,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3725000000000023,3.3725000000000023
347,44,5.502161310647804e-05,-79.03591587,-2.949052497,-79.03591587,-2.949052497,-99.5,-79.035952,-2.949011,-79.035952,-2.949011,-96.14,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3599999999999994,3.3599999999999994
348,45,5.132300596607109e-05,-79.03561909,-2.949051971,-79.03561909,-2.949051971,-99.5,-79.03565,-2.949011,-79.03565,-2.949011,-96.09,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4099999999999966,3.4099999999999966
349,46,4.7908032057883315e-05,-79.03532232,-2.949051444,-79.03532232,-2.949051444,-99.4375,-79.035348,-2.949011,-79.035348,-2.949011,-96.05,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.387500000000003,3.387500000000003
350,47,4.48559731084083e-05,-79.03502554,-2.949050918,-79.03502554,-2.949050918,-99.375,-79.035046,-2.949011,-79.035046,-2.949011,-96.0,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.375,3.375
351,48,4.2607375902071244e-05,-79.03472876,-2.949050391,-79.03472876,-2.949050391,-99.375,-79.034745,-2.949011,-79.034745,-2.949011,-95.95,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.424999999999997,3.424999999999997
352,49,4.0396174274906197e-05,-79.03443198,-2.949049864,-79.03443198,-2.949049864,-99.3125,-79.034443,-2.949011,-79.034443,-2.949011,-95.9,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4124999999999943,3.4124999999999943
353,50,3.877176381113216e-05,-79.03413521,-2.949049337,-79.03413521,-2.949049337,-99.25,-79.034141,-2.949011,-79.034141,-2.949011,-95.86,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3900000000000006,3.3900000000000006
354,51,3.78425818354038e-05,-79.03383843,-2.94904881,-79.03383843,-2.94904881,-99.1875,-79.03384,-2.949011,-79.03384,-2.949011,-95.81,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3774999999999977,3.3774999999999977
355,52,3.74612411578996e-05,-79.03354165,-2.949048283,-79.03354165,-2.949048283,-99.1875,-79.033538,-2.949011,-79.033538,-2.949011,-95.76,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.427499999999995,3.427499999999995
356,53,3.781346236369947e-05,-79.03324488,-2.949047756,-79.03324488,-2.949047756,-99.125,-79.033236,-2.949011,-79.033236,-2.949011,-95.71,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4150000000000063,3.4150000000000063
357,54,3.852467314723649e-05,-79.0329481,-2.949047229,-79.0329481,-2.949047229,-99.0625,-79.032935,-2.949011,-79.032935,-2.949011,-95.67,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3924999999999983,3.3924999999999983
358,55,4.0127985294799245e-05,-79.03265132,-2.949046702,-79.03265132,-2.949046702,-99.0,-79.032633,-2.949011,-79.032633,-2.949011,-95.62,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3799999999999955,3.3799999999999955
359,56,4.2329809540385804e-05,-79.03235455,-2.949046174,-79.03235455,-2.949046174,-99.0,-79.032331,-2.949011,-79.032331,-2.949011,-95.58,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4200000000000017,3.4200000000000017
360,57,4.440256195722669e-05,-79.03205777,-2.949045647,-79.03205777,-2.949045647,-98.9375,-79.03203,-2.949011,-79.03203,-2.949011,-95.53,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.407499999999999,3.407499999999999
361,58,4.746761422412522e-05,-79.031761,-2.94904512,-79.031761,-2.94904512,-98.875,-79.031728,-2.949011,-79.031728,-2.949011,-95.48,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.394999999999996,3.394999999999996
362,59,5.088409245104002e-05,-79.03146422,-2.949044592,-79.03146422,-2.949044592,-98.875,-79.031426,-2.949011,-79.031426,-2.949011,-95.44,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4350000000000023,3.4350000000000023
363,60,5.459177315230904e-05,-79.03116744,-2.949044064,-79.03116744,-2.949044064,-98.8125,-79.031124,-2.949011,-79.031124,-2.949011,-95.39,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4224999999999994,3.4224999999999994
364,61,5.771555482772669e-05,-79.03087067,-2.949043537,-79.03087067,-2.949043537,-98.75,-79.030823,-2.949011,-79.030823,-2.949011,-95.35,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4000000000000057,3.4000000000000057
365,62,6.18217452168678e-05,-79.03057389,-2.949043009,-79.03057389,-2.949043009,-98.6875,-79.030521,-2.949011,-79.030521,-2.949011,-95.3,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.387500000000003,3.387500000000003
366,63,6.608952610466749e-05,-79.03027711,-2.949042481,-79.03027711,-2.949042481,-98.6875,-79.030219,-2.949011,-79.030219,-2.949011,-95.26,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.427499999999995,3.427499999999995
367,64,6.960146412926229e-05,-79.02998034,-2.949041953,-79.02998034,-2.949041953,-98.625,-79.029918,-2.949011,-79.029918,-2.949011,-95.21,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4150000000000063,3.4150000000000063
368,65,7.40947651575688e-05,-79.02968356,-2.949041425,-79.02968356,-2.949041425,-98.5625,-79.029616,-2.949011,-79.029616,-2.949011,-95.17,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3924999999999983,3.3924999999999983
369,66,7.869062656786737e-05,-79.02938679,-2.949040897,-79.02938679,-2.949040897,-98.5625,-79.029314,-2.949011,-79.029314,-2.949011,-95.13,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4325000000000045,3.4325000000000045
370,67,8.241977629019105e-05,-79.02909001,-2.949040368,-79.02909001,-2.949040368,-98.5,-79.029013,-2.949011,-79.029013,-2.949011,-95.08,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4200000000000017,3.4200000000000017
371,68,8.714079699337598e-05,-79.02879323,-2.94903984,-79.02879323,-2.94903984,-98.4375,-79.028711,-2.949011,-79.028711,-2.949011,-95.04,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3974999999999937,3.3974999999999937
372,69,9.192834679547537e-05,-79.02849646,-2.949039312,-79.02849646,-2.949039312,-98.4375,-79.028409,-2.949011,-79.028409,-2.949011,-95.0,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4375,3.4375
