tolerance_m,n_matched,rmse_db,mae_db,bias_db,pearson_r
10.0,91809,4.072045747552693,3.9088718426298072,3.7944751603873255,0.9796475997292597
20.0,91809,4.072045747552693,3.9088718426298072,3.7944751603873255,0.9796475997292597
30.0,91809,4.072045747552693,3.9088718426298072,3.7944751603873255,0.9796475997292597
35.0,91809,4.072045747552693,3.9088718426298072,3.7944751603873255,0.9796475997292597
40.0,91809,4.072045747552693,3.9088718426298072,3.7944751603873255,0.9796475997292597
50.0,91809,4.072045747552693,3.9088718426298072,3.7944751603873255,0.9796475997292597
