atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
82,27508,0.00015288272138523057,-78.98986363,-2.91791236,-78.98986363,-2.91791236,-101.375,-78.989967,-2.918025,-78.989967,-2.918025,-97.03,12478835-e640-47cd-a90e-e82509a23dc1,4.344999999999999,4.344999999999999
83,27509,0.00015374514846332646,-78.98962083,-2.917911924,-78.98962083,-2.917911924,-101.375,-78.989725,-2.918025,-78.989725,-2.918025,-97.08,12478835-e640-47cd-a90e-e82509a23dc1,4.295000000000002,4.295000000000002
84,27510,0.0001552956359468936,-78.98937802,-2.917911488,-78.98937802,-2.917911488,-101.375,-78.989484,-2.918025,-78.989484,-2.918025,-97.13,12478835-e640-47cd-a90e-e82509a23dc1,4.2450000000000045,4.2450000000000045
85,27511,0.00015684675005452352,-78.98913522,-2.917911051,-78.98913522,-2.917911051,-101.4375,-78.989243,-2.918025,-78.989243,-2.918025,-97.14,12478835-e640-47cd-a90e-e82509a23dc1,4.297499999999999,4.297499999999999
86,27512,0.00015772037384016965,-78.98889241,-2.917910615,-78.98889241,-2.917910615,-101.5,-78.989001,-2.918025,-78.989001,-2.918025,-97.15,12478835-e640-47cd-a90e-e82509a23dc1,4.349999999999994,4.349999999999994
87,27513,0.00015927904489197134,-78.98864961,-2.917910179,-78.98864961,-2.917910179,-101.5625,-78.98876,-2.918025,-78.98876,-2.918025,-97.24,12478835-e640-47cd-a90e-e82509a23dc1,4.322500000000005,4.322500000000005
88,27514,0.00016084465382192758,-78.98840681,-2.917909742,-78.98840681,-2.917909742,-101.5625,-78.988519,-2.918025,-78.988519,-2.918025,-97.4,12478835-e640-47cd-a90e-e82509a23dc1,4.162499999999994,4.162499999999994
89,27515,0.0001617222978930459,-78.988164,-2.917909306,-78.988164,-2.917909306,-101.625,-78.988277,-2.918025,-78.988277,-2.918025,-97.47,12478835-e640-47cd-a90e-e82509a23dc1,4.155000000000001,4.155000000000001
90,27516,0.00016329558830246307,-78.9879212,-2.917908869,-78.9879212,-2.917908869,-101.625,-78.988036,-2.918025,-78.988036,-2.918025,-97.67,12478835-e640-47cd-a90e-e82509a23dc1,3.9549999999999983,3.9549999999999983
91,27517,0.00016487396850912065,-78.9876784,-2.917908433,-78.9876784,-2.917908433,-101.625,-78.987795,-2.918025,-78.987795,-2.918025,-97.89,12478835-e640-47cd-a90e-e82509a23dc1,3.7349999999999994,3.7349999999999994
92,27518,0.00016575597761889202,-78.98743559,-2.917907996,-78.98743559,-2.917907996,-101.6875,-78.987553,-2.918025,-78.987553,-2.918025,-97.97,12478835-e640-47cd-a90e-e82509a23dc1,3.717500000000001,3.717500000000001
93,27519,0.00016734220203811845,-78.98719279,-2.917907559,-78.98719279,-2.917907559,-101.75,-78.987312,-2.918025,-78.987312,-2.918025,-98.11,12478835-e640-47cd-a90e-e82509a23dc1,3.6400000000000006,3.6400000000000006
94,27521,0.00016891235385658126,-78.98694998,-2.917907122,-78.98694998,-2.917907122,-101.8125,-78.986829,-2.918025,-78.986829,-2.918025,-98.21,12478835-e640-47cd-a90e-e82509a23dc1,3.6025000000000063,3.6025000000000063
95,27522,0.00016793473433375608,-78.98670718,-2.917906686,-78.98670718,-2.917906686,-101.875,-78.986588,-2.918025,-78.986588,-2.918025,-98.32,12478835-e640-47cd-a90e-e82509a23dc1,3.555000000000007,3.555000000000007
96,27523,0.00016697264567116133,-78.98646438,-2.917906249,-78.98646438,-2.917906249,-101.9375,-78.986347,-2.918025,-78.986347,-2.918025,-98.4,12478835-e640-47cd-a90e-e82509a23dc1,3.5374999999999943,3.5374999999999943
97,27524,0.00016671635865968845,-78.98622157,-2.917905812,-78.98622157,-2.917905812,-102.0,-78.986105,-2.918025,-78.986105,-2.918025,-98.3,12478835-e640-47cd-a90e-e82509a23dc1,3.700000000000003,3.700000000000003
98,27780,0.00012091958427323808,-78.99666259,-2.917680431,-78.99666259,-2.917680431,-102.0,-78.996725,-2.917784,-78.996725,-2.917784,-98.61,12478835-e640-47cd-a90e-e82509a23dc1,3.3900000000000006,3.3900000000000006
99,27781,0.0001217050866158948,-78.99641979,-2.917679997,-78.99641979,-2.917679997,-101.8125,-78.996483,-2.917784,-78.996483,-2.917784,-98.41,12478835-e640-47cd-a90e-e82509a23dc1,3.4025000000000034,3.4025000000000034
100,27782,0.00012302396613356987,-78.99617698,-2.917679562,-78.99617698,-2.917679562,-101.6875,-78.996242,-2.917784,-78.996242,-2.917784,-98.25,12478835-e640-47cd-a90e-e82509a23dc1,3.4375,3.4375
101,27783,0.00012435135113511288,-78.99593418,-2.917679127,-78.99593418,-2.917679127,-101.625,-78.996001,-2.917784,-78.996001,-2.917784,-98.06,12478835-e640-47cd-a90e-e82509a23dc1,3.5649999999999977,3.5649999999999977
102,27784,0.00012515427185897073,-78.99569137,-2.917678692,-78.99569137,-2.917678692,-101.625,-78.995759,-2.917784,-78.995759,-2.917784,-97.89,12478835-e640-47cd-a90e-e82509a23dc1,3.7349999999999994,3.7349999999999994
103,27785,0.00012649859867009343,-78.99544857,-2.917678258,-78.99544857,-2.917678258,-101.5625,-78.995518,-2.917784,-78.995518,-2.917784,-97.75,12478835-e640-47cd-a90e-e82509a23dc1,3.8125,3.8125
104,27786,0.0001278620073696376,-78.99520576,-2.917677823,-78.99520576,-2.917677823,-101.4375,-78.995277,-2.917784,-78.995277,-2.917784,-97.58,12478835-e640-47cd-a90e-e82509a23dc1,3.8575000000000017,3.8575000000000017
105,27787,0.00012866965510538954,-78.99496296,-2.917677388,-78.99496296,-2.917677388,-101.375,-78.995035,-2.917784,-78.995035,-2.917784,-97.48,12478835-e640-47cd-a90e-e82509a23dc1,3.894999999999996,3.894999999999996
106,27788,0.0001300495394376655,-78.99472015,-2.917676953,-78.99472015,-2.917676953,-101.3125,-78.994794,-2.917784,-78.994794,-2.917784,-97.4,12478835-e640-47cd-a90e-e82509a23dc1,3.9124999999999943,3.9124999999999943
107,27789,0.00013143554627253397,-78.99447735,-2.917676518,-78.99447735,-2.917676518,-101.25,-78.994553,-2.917784,-78.994553,-2.917784,-97.33,12478835-e640-47cd-a90e-e82509a23dc1,3.9200000000000017,3.9200000000000017
108,27790,0.00013225893665250234,-78.99423454,-2.917676082,-78.99423454,-2.917676082,-101.1875,-78.994311,-2.917784,-78.994311,-2.917784,-97.27,12478835-e640-47cd-a90e-e82509a23dc1,3.917500000000004,3.917500000000004
109,27791,0.00013366001723891946,-78.99399174,-2.917675647,-78.99399174,-2.917675647,-101.1875,-78.99407,-2.917784,-78.99407,-2.917784,-97.21,12478835-e640-47cd-a90e-e82509a23dc1,3.9775000000000063,3.9775000000000063
