tolerance_m,n_matched,rmse_db,mae_db,bias_db,pearson_r
10.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
15.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
20.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
25.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
30.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
40.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
50.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
75.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
100.0,90000,2.134727532676821,1.120579141427189,-0.5071047035963053,0.9760350661022233
