run_id,is_warmup,timestamp,coverage_s,pathloss_s,render_s,terrain_s,aggregation_s,total_s,wall_s,n_antennas,model_label,gpu_used,gpu_device
0,True,2026-06-13T20:36:09,2.337,0.1518,0.251,0.01,0.0,3.08,3.0832,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
1,False,2026-06-13T20:36:11,1.136,0.0152,0.251,0.006,0.0,1.9,1.8971,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
2,False,2026-06-13T20:36:13,1.173,0.0151,0.248,0.009,0.0,1.9,1.9053,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
3,False,2026-06-13T20:36:15,1.104,0.0129,0.25,0.006,0.0,1.82,1.8152,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
4,False,2026-06-13T20:36:16,1.156,0.0148,0.258,0.011,0.0,1.97,1.966,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
5,False,2026-06-13T20:36:18,1.132,0.0191,0.259,0.007,0.0,1.86,1.8626,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
6,False,2026-06-13T20:36:20,1.189,0.0128,0.257,0.007,0.0,1.95,1.9474,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
7,False,2026-06-13T20:36:22,1.174,0.0277,0.255,0.006,0.0,1.96,1.9623,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
8,False,2026-06-13T20:36:24,1.252,0.015,0.252,0.006,0.0,1.95,1.9455,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
9,False,2026-06-13T20:36:26,1.091,0.0185,0.251,0.007,0.0,1.79,1.7948,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
10,False,2026-06-13T20:36:28,1.094,0.0191,0.253,0.007,0.0,1.8,1.8021,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
11,False,2026-06-13T20:36:30,1.098,0.0147,0.246,0.006,0.0,1.8,1.8047,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
12,False,2026-06-13T20:36:31,1.109,0.0205,0.252,0.006,0.0,1.82,1.82,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
13,False,2026-06-13T20:36:33,1.077,0.0134,0.249,0.007,0.0,1.78,1.778,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
14,False,2026-06-13T20:36:35,1.091,0.0205,0.25,0.007,0.0,1.82,1.816,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
15,False,2026-06-13T20:36:37,1.097,0.0128,0.25,0.007,0.0,1.81,1.8091,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
16,False,2026-06-13T20:36:39,1.098,0.0128,0.244,0.008,0.0,1.81,1.8133,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
17,False,2026-06-13T20:36:40,1.106,0.0219,0.248,0.006,0.0,1.82,1.821,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
18,False,2026-06-13T20:36:42,1.126,0.0132,0.282,0.01,0.0,1.86,1.8591,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
19,False,2026-06-13T20:36:44,1.093,0.0197,0.247,0.007,0.0,1.79,1.787,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
20,False,2026-06-13T20:36:46,1.22,0.0165,0.254,0.006,0.0,1.93,1.9255,1,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
