antenna_id,frequency_mhz,tx_power_dbm,tx_height_m,grid_lat,grid_lon,rsrp_dbm,path_loss_db,antenna_gain_dbi,model_used,environment,terrain_type,los_nlos
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.937147,-114.02,175.02,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.936664,-113.99,174.99,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.936182,-113.96,174.96,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.935699,-113.93,174.93,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.935216,-113.9,174.9,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.934734,-113.87,174.87,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.934251,-113.84,174.84,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.933768,-113.81,174.81,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.933286,-113.79,174.79,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.932803,-113.76,174.76,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.93232,-113.73,174.73,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.931838,-113.7,174.7,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.931355,-113.67,174.67,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.930872,-113.64,174.64,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.93039,-113.61,174.61,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.929907,-113.58,174.58,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.929424,-113.55,174.55,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.928941,-113.52,174.52,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.928459,-113.5,174.5,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.927976,-113.47,174.47,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.927493,-113.44,174.44,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.927011,-113.41,174.41,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.926528,-113.38,174.38,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.926045,-113.35,174.35,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.925563,-113.32,174.32,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.92508,-113.29,174.29,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.924597,-113.27,174.27,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.924115,-113.24,174.24,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.923632,-113.21,174.21,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.923149,-113.18,174.18,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.922667,-113.15,174.15,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.922184,-113.12,174.12,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.921701,-113.1,174.1,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.921219,-113.07,174.07,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.920736,-113.04,174.04,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.920253,-113.01,174.01,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.919771,-112.98,173.98,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.919288,-112.96,173.96,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.918805,-112.93,173.93,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.918322,-112.9,173.9,15.0,itu_p1546,Rural,mixed,0
94fda027-a5c4-46bc-a0db-69e6471c8ba3,700.0,46.0,45.0,-2.918366,-78.91784,-112.87,173.87,15.0,itu_p1546,Rural,mixed,0
