tolerance_m,n_matched,rmse_db,mae_db,bias_db,pearson_r
10.0,12711,3.7683799946012555,3.151657422704744,2.6863376209582257,0.9503668253966874
20.0,12711,3.7683799946012555,3.151657422704744,2.6863376209582257,0.9503668253966874
30.0,12711,3.7683799946012555,3.151657422704744,2.6863376209582257,0.9503668253966874
35.0,12711,3.7683799946012555,3.151657422704744,2.6863376209582257,0.9503668253966874
40.0,12711,3.7683799946012555,3.151657422704744,2.6863376209582257,0.9503668253966874
50.0,12711,3.7683799946012555,3.151657422704744,2.6863376209582257,0.9503668253966874
