run_id,is_warmup,timestamp,coverage_s,pathloss_s,render_s,terrain_s,aggregation_s,total_s,wall_s,n_antennas,model_label,gpu_used,gpu_device
0,True,2026-06-13T20:55:00,11.732,0.1966,1.057,0.016,0.346,17.58,17.5859,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
1,False,2026-06-13T20:55:17,11.219,0.1931,1.03,0.016,0.376,16.98,16.9827,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
2,False,2026-06-13T20:55:34,11.335,0.1806,1.059,0.014,0.327,17.11,17.1125,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
3,False,2026-06-13T20:55:52,11.648,0.1517,1.031,0.015,0.346,17.36,17.363,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
4,False,2026-06-13T20:56:10,12.634,0.1821,1.137,0.014,0.329,18.69,18.6889,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
5,False,2026-06-13T20:56:29,12.404,0.1826,1.114,0.014,0.386,18.37,18.3734,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
6,False,2026-06-13T20:56:46,11.745,0.1819,1.12,0.015,0.335,17.6,17.6011,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
7,False,2026-06-13T20:57:05,12.407,0.1429,1.026,0.015,0.341,18.18,18.1863,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
8,False,2026-06-13T20:57:24,12.763,0.1659,1.093,0.016,0.404,19.07,19.0721,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
9,False,2026-06-13T20:57:43,12.945,0.2949,1.137,0.016,0.328,18.88,18.887,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
10,False,2026-06-13T20:58:01,12.25,0.1823,1.075,0.015,0.325,18.03,18.0315,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
11,False,2026-06-13T20:58:19,12.58,0.2069,1.095,0.015,0.336,18.47,18.4704,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
12,False,2026-06-13T20:58:37,12.065,0.1976,1.045,0.015,0.335,17.96,17.9633,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
13,False,2026-06-13T20:58:54,11.569,0.1826,1.081,0.017,0.341,17.42,17.4233,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
14,False,2026-06-13T20:59:13,12.217,0.1905,1.038,0.015,0.344,18.04,18.0459,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
15,False,2026-06-13T20:59:31,12.056,0.1813,1.128,0.016,0.326,18.05,18.0496,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
16,False,2026-06-13T20:59:48,11.935,0.2087,1.094,0.014,0.349,17.83,17.8367,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
17,False,2026-06-13T21:00:06,11.77,0.1267,1.059,0.016,0.352,17.68,17.6808,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
18,False,2026-06-13T21:00:24,11.953,0.2284,1.112,0.014,0.347,17.93,17.9288,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
19,False,2026-06-13T21:00:42,11.818,0.1907,1.161,0.015,0.358,17.89,17.8933,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
20,False,2026-06-13T21:01:00,12.261,0.1966,1.06,0.018,0.366,18.23,18.2371,5,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
