run_id,is_warmup,timestamp,coverage_s,pathloss_s,render_s,terrain_s,aggregation_s,total_s,wall_s,n_antennas,model_label,gpu_used,gpu_device
0,True,2026-06-13T20:47:59,12.418,0.1672,1.28,0.018,0.374,18.71,18.7114,5,cost231_hata,False,CPU Only
1,False,2026-06-13T20:48:18,13.178,0.1647,1.265,0.015,0.361,19.63,19.6361,5,cost231_hata,False,CPU Only
2,False,2026-06-13T20:48:38,12.963,0.1598,1.159,0.018,0.368,19.24,19.2472,5,cost231_hata,False,CPU Only
3,False,2026-06-13T20:48:58,13.268,0.1633,1.223,0.017,0.359,19.97,19.9701,5,cost231_hata,False,CPU Only
4,False,2026-06-13T20:49:17,13.214,0.1778,1.307,0.016,0.378,19.94,19.9432,5,cost231_hata,False,CPU Only
5,False,2026-06-13T20:49:38,13.716,0.1657,1.273,0.015,0.418,20.5,20.5054,5,cost231_hata,False,CPU Only
6,False,2026-06-13T20:50:00,14.498,0.1984,1.442,0.015,0.394,21.66,21.6647,5,cost231_hata,False,CPU Only
7,False,2026-06-13T20:50:20,13.302,0.1642,1.261,0.016,0.44,20.03,20.0285,5,cost231_hata,False,CPU Only
8,False,2026-06-13T20:50:41,14.067,0.1984,1.27,0.015,0.405,20.92,20.9213,5,cost231_hata,False,CPU Only
9,False,2026-06-13T20:51:01,13.492,0.1675,1.232,0.02,0.391,20.14,20.1443,5,cost231_hata,False,CPU Only
10,False,2026-06-13T20:51:21,13.53,0.1881,1.334,0.018,0.418,20.44,20.4463,5,cost231_hata,False,CPU Only
11,False,2026-06-13T20:51:42,13.778,0.1976,1.272,0.016,0.396,20.52,20.5276,5,cost231_hata,False,CPU Only
12,False,2026-06-13T20:52:04,14.736,0.1985,1.351,0.02,0.411,22.08,22.0807,5,cost231_hata,False,CPU Only
13,False,2026-06-13T20:52:27,15.875,0.1787,1.363,0.016,0.388,23.2,23.202,5,cost231_hata,False,CPU Only
14,False,2026-06-13T20:52:47,12.999,0.157,1.189,0.015,0.446,19.71,19.7145,5,cost231_hata,False,CPU Only
15,False,2026-06-13T20:53:09,14.56,0.1974,1.335,0.025,0.499,21.97,21.9782,5,cost231_hata,False,CPU Only
16,False,2026-06-13T20:53:28,13.081,0.1754,1.17,0.019,0.437,19.48,19.4827,5,cost231_hata,False,CPU Only
17,False,2026-06-13T20:53:48,13.849,0.1589,1.154,0.02,0.368,20.08,20.086,5,cost231_hata,False,CPU Only
18,False,2026-06-13T20:54:06,12.285,0.1489,1.091,0.016,0.34,18.24,18.2462,5,cost231_hata,False,CPU Only
19,False,2026-06-13T20:54:24,11.979,0.1574,1.108,0.016,0.341,17.92,17.9185,5,cost231_hata,False,CPU Only
20,False,2026-06-13T20:54:41,11.26,0.1433,1.04,0.015,0.336,17.0,16.9993,5,cost231_hata,False,CPU Only
