atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
0,40770,7.828702456800894e-05,-79.00321171,-2.911254546,-79.00321171,-2.911254546,-102.0,-79.003287,-2.911276,-79.003287,-2.911276,-90.18,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.819999999999993,11.819999999999993
1,40772,8.294706497482991e-05,-79.00269013,-2.911253617,-79.00269013,-2.911253617,-102.0,-79.00277,-2.911276,-79.00277,-2.911276,-90.18,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.819999999999993,11.819999999999993
2,40773,8.575932023570182e-05,-79.00242934,-2.911253153,-79.00242934,-2.911253153,-102.0,-79.002512,-2.911276,-79.002512,-2.911276,-90.19,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.810000000000002,11.810000000000002
3,40774,8.760851468024527e-05,-79.00216855,-2.911252688,-79.00216855,-2.911252688,-102.0,-79.002253,-2.911276,-79.002253,-2.911276,-90.14,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.86,11.86
4,40775,9.042187664414452e-05,-79.00190776,-2.911252224,-79.00190776,-2.911252224,-102.0,-79.001995,-2.911276,-79.001995,-2.911276,-90.14,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.86,11.86
5,41114,6.523195517780396e-05,-79.00477691,-2.910995126,-79.00477691,-2.910995126,-102.0,-79.004838,-2.911018,-79.004838,-2.911018,-90.29,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.709999999999994,11.709999999999994
6,41115,6.707128032323756e-05,-79.00451612,-2.910994662,-79.00451612,-2.910994662,-101.9375,-79.004579,-2.911018,-79.004579,-2.911018,-90.2,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.737499999999997,11.737499999999997
7,41116,6.985044097010526e-05,-79.00425533,-2.910994198,-79.00425533,-2.910994198,-101.875,-79.004321,-2.911018,-79.004321,-2.911018,-90.09,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.784999999999997,11.784999999999997
8,41117,7.263339698213421e-05,-79.00399454,-2.910993734,-79.00399454,-2.910993734,-101.875,-79.004063,-2.911018,-79.004063,-2.911018,-90.02,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.855000000000004,11.855000000000004
9,41118,7.447573699552678e-05,-79.00373375,-2.91099327,-79.00373375,-2.91099327,-101.8125,-79.003804,-2.911018,-79.003804,-2.911018,-89.96,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.852500000000006,11.852500000000006
10,41119,7.726305220833016e-05,-79.00347296,-2.910992806,-79.00347296,-2.910992806,-101.75,-79.003546,-2.911018,-79.003546,-2.911018,-89.95,8f8ba5ab-d749-4922-b920-f3da0b1fea5d,11.799999999999997,11.799999999999997
