abs_error_db,cdf
0.012500000000002842,0.00011186933661483388
0.017499999999998295,0.00022373867322966775
0.03750000000000142,0.0003356080098445016
0.03999999999999915,0.0004474773464593355
0.04999999999999716,0.0005593466830741693
0.06750000000000256,0.0006712160196890032
0.07500000000000284,0.0007830853563038371
0.13249999999999318,0.000894954692918671
0.17499999999999716,0.001006824029533505
0.177500000000002,0.0011186933661483387
0.18999999999999773,0.0012305627027631727
0.19500000000000028,0.0013424320393780065
0.20750000000000313,0.0014543013759928405
0.21000000000000085,0.0015661707126076742
0.21999999999999886,0.001678040049222508
0.24499999999999744,0.001789909385837342
0.24750000000000227,0.0019017787224521758
0.25,0.00201364805906701
0.2575000000000003,0.0021255173956818436
0.26500000000000057,0.0022373867322966774
0.26500000000000057,0.0023492560689115116
0.3049999999999997,0.0024611254055263453
0.3374999999999986,0.002572994742141179
0.39000000000000057,0.002684864078756013
0.39749999999999375,0.0027967334153708467
0.4025000000000034,0.002908602751985681
0.4124999999999943,0.0030204720886005147
0.41500000000000625,0.0031323414252153485
0.427500000000002,0.0032442107618301822
0.4375,0.003356080098445016
0.457499999999996,0.0034679494350598502
0.46750000000000114,0.003579818771674684
0.46999999999999886,0.003691688108289518
0.48499999999999943,0.0038035574449043516
0.49499999999999744,0.003915426781519186
0.5,0.00402729611813402
0.5150000000000006,0.004139165454748853
0.5300000000000011,0.004251034791363687
0.5349999999999966,0.004362904127978521
0.5424999999999969,0.004474773464593355
0.5499999999999972,0.0045866428012081885
0.5575000000000045,0.004698512137823023
0.5625,0.004810381474437857
0.5649999999999977,0.004922250811052691
0.5900000000000034,0.0050341201476675245
0.5925000000000011,0.005145989484282358
0.6149999999999949,0.005257858820897192
0.615000000000002,0.005369728157512026
0.6174999999999997,0.00548159749412686
0.6225000000000023,0.005593466830741693
0.644999999999996,0.005705336167356527
0.6525000000000034,0.005817205503971362
0.6525000000000034,0.005929074840586196
0.6799999999999997,0.006040944177201029
0.6824999999999974,0.006152813513815863
0.697499999999998,0.006264682850430697
0.7075000000000031,0.006376552187045531
0.7100000000000009,0.0064884215236603645
0.759999999999998,0.006600290860275198
0.7674999999999983,0.006712160196890032
0.7950000000000017,0.006824029533504867
0.8024999999999949,0.0069358988701197005
0.8175000000000026,0.007047768206734534
0.8299999999999983,0.007159637543349368
0.8299999999999983,0.007271506879964202
0.8474999999999966,0.007383376216579036
0.8924999999999983,0.007495245553193869
0.8950000000000031,0.007607114889808703
0.9000000000000057,0.007718984226423537
0.9025000000000034,0.007830853563038372
0.9149999999999991,0.007942722899653205
0.917500000000004,0.00805459223626804
0.9200000000000017,0.008166461572882873
0.9249999999999972,0.008278330909497707
0.9299999999999997,0.00839020024611254
0.947499999999998,0.008502069582727374
0.9549999999999983,0.008613938919342208
0.9849999999999994,0.008725808255957042
0.9874999999999972,0.008837677592571876
0.9975000000000023,0.00894954692918671
