type	GSM
timestamp	12:49:04	13-June-2026
resolution	27
xmin	-80.00035823
xmax	-77.99968707
ymin	-3.004020319
ymax	-1.997274615
x_num_pixels	8249
y_num_pixels	4112


-78.99374763;-2.918407572;[0];-102.0000
-78.99350483;-2.918407136;[0];-102.0000
-78.99326203;-2.918406701;[0];-101.9375
-78.99301922;-2.918406265;[0];-101.9375
-78.99277642;-2.91840583;[0];-101.8750
-78.99253361;-2.918405394;[0];-101.8125
-78.99229081;-2.918404958;[0];-101.8750
-78.99204800;-2.918404523;[0];-101.8125
-78.99180520;-2.918404087;[0];-101.8125
-78.99156239;-2.918403651;[0];-101.8125
-78.99131959;-2.918403215;[0];-101.8750
-78.99107678;-2.918402779;[0];-101.8125
-78.99083398;-2.918402343;[0];-101.8125
-78.99059118;-2.918401907;[0];-101.8125
-78.99034837;-2.918401471;[0];-101.8750
-78.99010557;-2.918401035;[0];-101.8750
-78.98986276;-2.918400599;[0];-101.8125
-78.98961996;-2.918400162;[0];-101.8750
-78.98937715;-2.918399726;[0];-101.9375
-78.98913435;-2.91839929;[0];-101.9375
-78.98889155;-2.918398853;[0];-101.9375
-78.98864874;-2.918398417;[0];-101.9375
-78.98840594;-2.91839798;[0];-102.0000
-78.99496209;-2.918165628;[0];-102.0000
-78.99471929;-2.918165193;[0];-101.9375
-78.99447648;-2.918164758;[0];-101.8750
-78.99423368;-2.918164322;[0];-101.8125
-78.99399087;-2.918163887;[0];-101.7500
-78.99374807;-2.918163452;[0];-101.7500
-78.99350526;-2.918163016;[0];-101.6875
-78.99326246;-2.918162581;[0];-101.6875
-78.99301965;-2.918162145;[0];-101.6250
-78.99277685;-2.91816171;[0];-101.5625
-78.99253404;-2.918161274;[0];-101.5625
-78.99229124;-2.918160839;[0];-101.5625
-78.99204844;-2.918160403;[0];-101.5625
-78.99180563;-2.918159967;[0];-101.5625
-78.99156283;-2.918159531;[0];-101.5625
-78.99132002;-2.918159096;[0];-101.5625
-78.99107722;-2.91815866;[0];-101.5625
-78.99083441;-2.918158224;[0];-101.5625
-78.99059161;-2.918157788;[0];-101.6250
-78.99034881;-2.918157352;[0];-101.5625
-78.990106;-2.918156916;[0];-101.5625
-78.98986320;-2.918156479;[0];-101.6250
-78.98962039;-2.918156043;[0];-101.6875
-78.98937759;-2.918155607;[0];-101.6875
-78.98913478;-2.918155171;[0];-101.6875
-78.98889198;-2.918154734;[0];-101.6875
-78.98864918;-2.918154298;[0];-101.7500
-78.98840637;-2.918153861;[0];-101.8125
-78.98816357;-2.918153425;[0];-101.8125
-78.98792076;-2.918152988;[0];-101.8750
-78.98767796;-2.918152552;[0];-101.8750
-78.98743516;-2.918152115;[0];-101.8750
-78.98719235;-2.918151678;[0];-101.9375
-78.98694955;-2.918151241;[0];-102.0000
-78.99593374;-2.917923248;[0];-101.9375
-78.99569094;-2.917922813;[0];-101.9375
-78.99544813;-2.917922378;[0];-101.8750
-78.99520533;-2.917921943;[0];-101.7500
-78.99496252;-2.917921508;[0];-101.6875
-78.99471972;-2.917921073;[0];-101.6250
-78.99447692;-2.917920638;[0];-101.5625
-78.99423411;-2.917920202;[0];-101.5000
-78.99399131;-2.917919767;[0];-101.4375
-78.9937485;-2.917919332;[0];-101.4375
-78.99350570;-2.917918896;[0];-101.4375
-78.99326289;-2.917918461;[0];-101.3750
-78.99302009;-2.917918026;[0];-101.3125
-78.99277728;-2.91791759;[0];-101.3125
-78.99253448;-2.917917155;[0];-101.3125
-78.99229167;-2.917916719;[0];-101.3125
-78.99204887;-2.917916283;[0];-101.3125
-78.99180606;-2.917915848;[0];-101.3125
-78.99156326;-2.917915412;[0];-101.3125
-78.99132046;-2.917914976;[0];-101.3125
-78.99107765;-2.91791454;[0];-101.3125
-78.99083485;-2.917914104;[0];-101.3750
-78.99059204;-2.917913668;[0];-101.3125
-78.99034924;-2.917913232;[0];-101.3125
