atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
48271,54861,0.00014339241856410782,-78.81129984,-2.83057201,-78.81129984,-2.83057201,-98.8125,-78.811167,-2.830626,-78.811167,-2.830626,-94.23,94fda027-a5c4-46bc-a0db-69e6471c8ba3,4.582499999999996,4.582499999999996
48272,54862,0.00020953580499856749,-78.81088625,-2.830571226,-78.81088625,-2.830571226,-98.9375,-78.810684,-2.830626,-78.810684,-2.830626,-94.5,94fda027-a5c4-46bc-a0db-69e6471c8ba3,4.4375,4.4375
48274,54863,0.0001526959247204365,-78.81005908,-2.830569655,-78.81005908,-2.830569655,-99.3125,-78.810201,-2.830626,-78.810201,-2.830626,-95.12,94fda027-a5c4-46bc-a0db-69e6471c8ba3,4.1924999999999955,4.1924999999999955
48275,54864,9.309971536504652e-05,-78.80964549,-2.83056887,-78.80964549,-2.83056887,-99.5625,-78.809719,-2.830626,-78.809719,-2.830626,-98.87,94fda027-a5c4-46bc-a0db-69e6471c8ba3,0.6924999999999955,0.6924999999999955
48276,54865,5.8060942603579605e-05,-78.8092319,-2.830568084,-78.8092319,-2.830568084,-99.6875,-78.809236,-2.830626,-78.809236,-2.830626,-101.89,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-2.2025000000000006,2.2025000000000006
48277,54866,8.782089615562799e-05,-78.80881832,-2.830567299,-78.80881832,-2.830567299,-99.9375,-78.808753,-2.830626,-78.808753,-2.830626,-109.17,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-9.232500000000002,9.232500000000002
48278,54867,0.00014636398487837102,-78.80840473,-2.830566513,-78.80840473,-2.830566513,-100.0625,-78.808271,-2.830626,-78.808271,-2.830626,-102.71,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-2.6474999999999937,2.6474999999999937
48279,54868,0.00021189311958517987,-78.80799114,-2.830565727,-78.80799114,-2.830565727,-100.3125,-78.807788,-2.830626,-78.807788,-2.830626,-100.81,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-0.4975000000000023,0.4975000000000023
48281,54869,0.00015399476813997054,-78.80716397,-2.830564154,-78.80716397,-2.830564154,-100.6875,-78.807305,-2.830626,-78.807305,-2.830626,-100.66,94fda027-a5c4-46bc-a0db-69e6471c8ba3,0.02750000000000341,0.02750000000000341
48282,54870,9.589045584669652e-05,-78.80675039,-2.830563368,-78.80675039,-2.830563368,-100.8125,-78.806823,-2.830626,-78.806823,-2.830626,-99.14,94fda027-a5c4-46bc-a0db-69e6471c8ba3,1.6724999999999994,1.6724999999999994
48283,54871,6.349968158228459e-05,-78.8063368,-2.830562581,-78.8063368,-2.830562581,-101.0625,-78.80634,-2.830626,-78.80634,-2.830626,-98.38,94fda027-a5c4-46bc-a0db-69e6471c8ba3,2.6825000000000045,2.6825000000000045
48284,54872,9.222822846077776e-05,-78.80592321,-2.830561795,-78.80592321,-2.830561795,-101.1875,-78.805857,-2.830626,-78.805857,-2.830626,-95.11,94fda027-a5c4-46bc-a0db-69e6471c8ba3,6.077500000000001,6.077500000000001
48285,54873,0.00014949647810359908,-78.80550963,-2.830561008,-78.80550963,-2.830561008,-101.4375,-78.805375,-2.830626,-78.805375,-2.830626,-90.45,94fda027-a5c4-46bc-a0db-69e6471c8ba3,10.987499999999997,10.987499999999997
48286,54874,0.00021438096566853525,-78.80509604,-2.830560221,-78.80509604,-2.830560221,-101.5625,-78.804892,-2.830626,-78.804892,-2.830626,-83.79,94fda027-a5c4-46bc-a0db-69e6471c8ba3,17.772499999999994,17.772499999999994
48288,54875,0.00015547661630461272,-78.80426887,-2.830558646,-78.80426887,-2.830558646,-101.9375,-78.804409,-2.830626,-78.804409,-2.830626,-91.24,94fda027-a5c4-46bc-a0db-69e6471c8ba3,10.697500000000005,10.697500000000005
48311,54942,0.00023250373696634077,-78.91676901,-2.830351449,-78.91676901,-2.830351449,-97.75,-78.916874,-2.830144,-78.916874,-2.830144,-93.38,94fda027-a5c4-46bc-a0db-69e6471c8ba3,4.3700000000000045,4.3700000000000045
48312,54943,0.00020991905321712508,-78.91635539,-2.830350702,-78.91635539,-2.830350702,-97.5625,-78.916392,-2.830144,-78.916392,-2.830144,-93.97,94fda027-a5c4-46bc-a0db-69e6471c8ba3,3.592500000000001,3.592500000000001
48313,54944,0.00020854634620566282,-78.91594178,-2.830349954,-78.91594178,-2.830349954,-97.375,-78.915909,-2.830144,-78.915909,-2.830144,-94.46,94fda027-a5c4-46bc-a0db-69e6471c8ba3,2.9150000000000063,2.9150000000000063
48314,54945,0.00022923040472040844,-78.91552816,-2.830349207,-78.91552816,-2.830349207,-97.1875,-78.915426,-2.830144,-78.915426,-2.830144,-95.37,94fda027-a5c4-46bc-a0db-69e6471c8ba3,1.8174999999999955,1.8174999999999955
48315,54946,0.0002662540029700171,-78.91511455,-2.83034846,-78.91511455,-2.83034846,-97.0,-78.914944,-2.830144,-78.914944,-2.830144,-108.25,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-11.25,11.25
