run_id,is_warmup,timestamp,coverage_s,pathloss_s,render_s,terrain_s,aggregation_s,total_s,wall_s,n_antennas,model_label,gpu_used,gpu_device
0,True,2026-06-13T21:01:32,20.782,0.2527,2.326,0.016,0.327,31.24,31.2411,9,cost231_hata,False,CPU Only
1,False,2026-06-13T21:02:03,20.968,0.2632,2.285,0.014,0.328,31.42,31.419,9,cost231_hata,False,CPU Only
2,False,2026-06-13T21:02:35,21.124,0.2474,2.325,0.015,0.337,31.49,31.4888,9,cost231_hata,False,CPU Only
3,False,2026-06-13T21:03:08,22.028,0.2779,2.349,0.015,0.358,32.78,32.7798,9,cost231_hata,False,CPU Only
4,False,2026-06-13T21:03:40,21.685,0.2528,2.322,0.018,0.354,32.18,32.187,9,cost231_hata,False,CPU Only
5,False,2026-06-13T21:04:11,20.76,0.2517,2.287,0.015,0.348,31.07,31.0746,9,cost231_hata,False,CPU Only
6,False,2026-06-13T21:04:43,21.582,0.253,2.33,0.016,0.346,32.24,32.2487,9,cost231_hata,False,CPU Only
7,False,2026-06-13T21:05:14,20.234,0.2459,2.271,0.015,0.328,30.46,30.467,9,cost231_hata,False,CPU Only
8,False,2026-06-13T21:05:46,21.237,0.2622,2.354,0.015,0.33,31.86,31.8684,9,cost231_hata,False,CPU Only
9,False,2026-06-13T21:06:19,22.453,0.2801,2.395,0.014,0.332,33.14,33.1474,9,cost231_hata,False,CPU Only
10,False,2026-06-13T21:06:52,22.558,0.2694,2.388,0.018,0.38,33.62,33.6212,9,cost231_hata,False,CPU Only
11,False,2026-06-13T21:07:27,22.977,0.2565,2.466,0.017,0.415,34.18,34.1798,9,cost231_hata,False,CPU Only
12,False,2026-06-13T21:08:00,22.562,0.2598,2.39,0.015,0.365,33.4,33.4014,9,cost231_hata,False,CPU Only
13,False,2026-06-13T21:08:32,21.456,0.2579,2.318,0.014,0.37,32.07,32.0716,9,cost231_hata,False,CPU Only
14,False,2026-06-13T21:09:06,23.107,0.3042,2.463,0.017,0.369,34.09,34.0895,9,cost231_hata,False,CPU Only
15,False,2026-06-13T21:09:38,21.212,0.272,2.378,0.017,0.346,31.84,31.8461,9,cost231_hata,False,CPU Only
16,False,2026-06-13T21:10:11,21.77,0.244,2.354,0.018,0.349,32.62,32.6191,9,cost231_hata,False,CPU Only
17,False,2026-06-13T21:10:41,20.449,0.2545,2.307,0.016,0.331,30.83,30.8302,9,cost231_hata,False,CPU Only
18,False,2026-06-13T21:11:13,21.126,0.2463,2.268,0.016,0.329,31.42,31.4275,9,cost231_hata,False,CPU Only
19,False,2026-06-13T21:11:45,21.534,0.257,2.301,0.015,0.336,32.0,32.0013,9,cost231_hata,False,CPU Only
20,False,2026-06-13T21:12:17,21.457,0.2525,2.288,0.016,0.335,31.86,31.8639,9,cost231_hata,False,CPU Only
