run_id,is_warmup,timestamp,coverage_s,pathloss_s,render_s,terrain_s,aggregation_s,total_s,wall_s,n_antennas,model_label,gpu_used,gpu_device
0,True,2026-06-13T21:12:48,20.578,0.3547,2.279,0.017,0.329,30.98,30.9815,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
1,False,2026-06-13T21:13:21,21.657,0.3678,2.375,0.015,0.403,32.53,32.5289,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
2,False,2026-06-13T21:13:53,21.21,0.3469,2.325,0.019,0.344,31.92,31.9215,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
3,False,2026-06-13T21:14:26,22.107,0.3139,2.398,0.014,0.356,33.16,33.162,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
4,False,2026-06-13T21:14:58,21.225,0.3545,2.378,0.018,0.347,32.08,32.083,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
5,False,2026-06-13T21:15:30,21.376,0.3273,2.301,0.015,0.354,31.99,31.9942,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
6,False,2026-06-13T21:16:03,22.103,0.3298,2.404,0.017,0.351,33.3,33.2994,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
7,False,2026-06-13T21:16:36,21.785,0.352,2.335,0.015,0.347,32.58,32.5812,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
8,False,2026-06-13T21:17:08,21.527,0.3553,2.363,0.015,0.362,32.55,32.5505,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
9,False,2026-06-13T21:17:41,21.506,0.3591,2.342,0.016,0.329,32.22,32.22,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
10,False,2026-06-13T21:18:12,20.994,0.4085,2.36,0.018,0.354,31.55,31.5508,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
11,False,2026-06-13T21:18:45,21.586,0.4341,2.33,0.015,0.327,32.26,32.261,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
12,False,2026-06-13T21:19:15,20.518,0.3798,2.294,0.016,0.324,30.82,30.8189,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
13,False,2026-06-13T21:19:48,21.653,0.3762,2.504,0.018,0.341,32.6,32.6078,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
14,False,2026-06-13T21:20:19,20.687,0.3254,2.248,0.016,0.386,31.15,31.1575,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
15,False,2026-06-13T21:20:51,21.355,0.3792,2.267,0.018,0.356,31.91,31.916,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
16,False,2026-06-13T21:21:22,20.924,0.3616,2.28,0.015,0.323,31.31,31.3111,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
17,False,2026-06-13T21:21:55,21.722,0.3653,2.337,0.014,0.335,32.6,32.6041,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
18,False,2026-06-13T21:22:27,21.265,0.3331,2.294,0.019,0.356,31.91,31.9139,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
19,False,2026-06-13T21:22:59,21.663,0.3329,2.341,0.016,0.348,32.38,32.3784,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
20,False,2026-06-13T21:23:30,20.568,0.3328,2.272,0.016,0.382,30.95,30.9541,9,cost231_hata,True,GPU: NVIDIA GeForce GTX 1660 SUPER (CC 7.5)
