atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
0,14292,0.0001029393187012009,-78.99372941,-2.928660606,-78.99372941,-2.928660606,-102.0,-78.993828,-2.928631,-78.993828,-2.928631,-99.35,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6500000000000057,2.6500000000000057
1,14582,8.95616675978655e-05,-78.99615792,-2.928420852,-78.99615792,-2.928420852,-102.0,-78.996242,-2.92839,-78.996242,-2.92839,-99.42,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.5799999999999983,2.5799999999999983
2,14583,9.111654711091487e-05,-78.99591511,-2.928420416,-78.99591511,-2.928420416,-102.0,-78.996001,-2.92839,-78.996001,-2.92839,-99.39,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6099999999999994,2.6099999999999994
3,14584,9.17272944199341e-05,-78.99567231,-2.928419979,-78.99567231,-2.928419979,-102.0,-78.995759,-2.92839,-78.995759,-2.92839,-99.36,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6400000000000006,2.6400000000000006
4,14585,9.330079769060855e-05,-78.9954295,-2.928419543,-78.9954295,-2.928419543,-101.9375,-78.995518,-2.92839,-78.995518,-2.92839,-99.33,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6075000000000017,2.6075000000000017
5,14586,9.488443147762244e-05,-78.99518669,-2.928419106,-78.99518669,-2.928419106,-101.9375,-78.995277,-2.92839,-78.995277,-2.92839,-99.31,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6274999999999977,2.6274999999999977
6,14587,9.552394098545263e-05,-78.99494388,-2.92841867,-78.99494388,-2.92841867,-101.9375,-78.995035,-2.92839,-78.995035,-2.92839,-99.28,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.657499999999999,2.657499999999999
7,14588,9.711451327703751e-05,-78.99470108,-2.928418233,-78.99470108,-2.928418233,-101.9375,-78.994794,-2.92839,-78.994794,-2.92839,-99.26,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.677499999999995,2.677499999999995
8,14589,9.872380926683385e-05,-78.99445827,-2.928417796,-78.99445827,-2.928417796,-101.9375,-78.994553,-2.92839,-78.994553,-2.92839,-99.24,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.697500000000005,2.697500000000005
9,14590,9.938038638494383e-05,-78.99421546,-2.92841736,-78.99421546,-2.92841736,-101.9375,-78.994311,-2.92839,-78.994311,-2.92839,-99.23,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.707499999999996,2.707499999999996
10,14591,0.00010099467079158901,-78.99397266,-2.928416923,-78.99397266,-2.928416923,-101.875,-78.99407,-2.92839,-78.99407,-2.92839,-99.21,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6650000000000063,2.6650000000000063
11,14592,0.00010166086118025956,-78.99372985,-2.928416486,-78.99372985,-2.928416486,-101.875,-78.993828,-2.92839,-78.993828,-2.92839,-99.2,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.674999999999997,2.674999999999997
12,14593,0.0001032983639803131,-78.99348704,-2.928416049,-78.99348704,-2.928416049,-101.875,-78.993587,-2.92839,-78.993587,-2.92839,-99.19,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.6850000000000023,2.6850000000000023
13,14594,0.0001049336559231044,-78.99324424,-2.928415612,-78.99324424,-2.928415612,-101.9375,-78.993346,-2.92839,-78.993346,-2.92839,-99.18,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.757499999999993,2.757499999999993
14,14595,0.00010561432442679021,-78.99300143,-2.928415175,-78.99300143,-2.928415175,-101.9375,-78.993104,-2.92839,-78.993104,-2.92839,-99.18,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.757499999999993,2.757499999999993
15,14596,0.00010727139899906363,-78.99275862,-2.928414738,-78.99275862,-2.928414738,-101.9375,-78.992863,-2.92839,-78.992863,-2.92839,-99.18,dfc3d044-0091-44c6-91ec-6885f9eb18dd,2.757499999999993,2.757499999999993
