X_m,Y_m,Latitud,Longitud,RSRP_Ant1_dBm,RSRP_Ant2_dBm,RSRP_Ant3_dBm,RSRP_Max_dBm,PathLoss_Ant1_dB,PathLoss_Ant2_dB,PathLoss_Ant3_dB,PLOS_Ant1,PLOS_Ant2,PLOS_Ant3,Best_Antenna_ID
2220,240,-2.89581440600367,-78.9848961761124,-122.046112070452,-105.77413098702,-132.066802470745,-105.77413098702,155.066802470745,155.066802470745,155.066802470745,0.00804810357245441,0.00804810357245441,0.00804810357245441,2
2220,260,-2.89563443983731,-78.9848961761124,-121.822617435167,-105.895821142406,-132.083838427794,-105.895821142406,155.083838427794,155.083838427794,155.083838427794,0.00804015026114067,0.00804015026114067,0.00804015026114067,2
2220,280,-2.89545447367095,-78.9848961761124,-121.602393331951,-106.020073418268,-132.102199111258,-106.020073418268,155.102199111258,155.102199111258,155.102199111258,0.00803158716303714,0.00803158716303714,0.00803158716303714,2
2220,300,-2.89527450750459,-78.9848961761124,-121.385457389404,-106.146854198741,-132.121875930922,-106.146854198741,155.121875930922,155.121875930922,155.121875930922,0.00802242021401375,0.00802242021401375,0.00802242021401375,2
2220,320,-2.89509454133823,-78.9848961761124,-121.171825351991,-106.276128680144,-132.142859728467,-106.276128680144,155.142859728467,155.142859728467,155.142859728467,0.0080126557309893,0.0080126557309893,0.0080126557309893,2
2220,340,-2.89491457517187,-78.9848961761124,-120.961511085444,-106.407860917579,-132.165140791318,-106.407860917579,155.165140791318,155.165140791318,155.165140791318,0.00800230040012294,0.00800230040012294,0.00800230040012294,2
2220,360,-2.89473460900551,-78.9848961761124,-120.754526585218,-106.542013872952,-132.188708867216,-106.542013872952,155.188708867216,155.188708867216,155.188708867216,0.00799136126443091,0.00799136126443091,0.00799136126443091,2
2220,380,-2.89455464283915,-78.9848961761124,-120.550881987889,-106.678549464251,-132.213553179433,-106.678549464251,155.213553179433,155.213553179433,155.213553179433,0.00797984571088747,0.00797984571088747,0.00797984571088747,2
2220,400,-2.89437467667279,-78.9848961761124,-120.350585585492,-106.817428615966,-132.23966244263,-106.817428615966,155.23966244263,155.23966244263,155.23966244263,0.0079677614570343,0.0079677614570343,0.0079677614570343,2
2220,420,-2.89419471050642,-78.9848961761124,-120.153643842625,-106.958611310481,-132.267024879259,-106.958611310481,155.267024879259,155.267024879259,155.267024879259,0.0079551165371658,0.0079551165371658,0.0079551165371658,2
2220,440,-2.89401474434006,-78.9848961761124,-119.960061416291,-107.102056640326,-132.295628236514,-107.102056640326,155.295628236514,155.295628236514,155.295628236514,0.00794191928811767,0.00794191928811767,0.00794191928811767,2
2220,460,-2.8938347781737,-78.9848961761124,-119.769841178343,-107.2477228611,-132.325459803731,-107.2477228611,155.325459803731,155.325459803731,155.325459803731,0.00792817833472066,0.00792817833472066,0.00792817833472066,2
2220,480,-2.89365481200734,-78.9848961761124,-119.58298424042,-107.395567444975,-132.356506430232,-107.395567444975,155.356506430232,155.356506430232,155.356506430232,0.0079139025749563,0.0079139025749563,0.0079139025749563,2
